,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
41,4,1,7,9,4,1,1,1,1,1,3,0.93,0.1,1.0,1.0,1.0,0.0,0.0,1.0
42,7,3,2,1,3,0,1,0,1,0,0,0.19,0.24,0.13,0.0,1.0,1.0,1.0,1.0
43,5,2,3,2,5,1,1,1,1,1,1,0.6,0.27,0.44,1.0,1.0,1.0,0.0,1.0
44,5,8,7,8,9,1,0,1,1,1,3,0.92,0.94,0.97,1.0,0.0,0.0,1.0,1.0
45,10,6,9,0,5,1,0,1,0,0,3,0.98,0.57,0.01,0.0,0.0,1.0,1.0,1.0
46,8,1,9,1,5,1,0,1,0,1,3,0.97,0.09,0.12,0.0,1.0,1.0,1.0,1.0
47,10,1,9,7,4,1,0,1,1,1,1,0.99,0.1,0.94,0.0,1.0,0.0,1.0,1.0
48,4,9,7,9,7,1,1,0,1,1,3,0.87,0.91,1.0,1.0,0.0,0.0,0.0,1.0
49,4,9,4,2,10,0,1,1,0,1,4,0.67,0.95,0.37,1.0,0.0,1.0,1.0,1.0
50,4,9,9,4,3,1,1,1,1,0,3,0.97,0.5,0.71,1.0,0.0,0.0,1.0,1.0
51,8,1,10,2,4,1,0,1,0,0,1,0.98,0.06,0.22,0.0,1.0,1.0,1.0,1.0
52,4,6,10,1,6,1,1,1,0,1,3,0.97,0.66,0.12,0.0,0.0,1.0,0.0,1.0
53,4,10,7,4,0,1,1,1,1,0,1,0.93,0.03,0.71,1.0,1.0,0.0,1.0,1.0
54,5,4,9,9,0,1,1,1,1,1,3,0.98,0.03,1.0,0.0,1.0,0.0,0.0,1.0
55,6,6,10,10,6,0,1,1,0,0,3,0.97,0.66,0.99,0.0,0.0,0.0,1.0,1.0
56,4,9,8,0,9,1,0,1,1,1,3,0.91,0.95,0.08,1.0,0.0,1.0,1.0,1.0
57,9,6,10,2,3,1,0,0,1,1,2,0.99,0.42,0.44,0.0,0.0,1.0,1.0,1.0
58,7,10,7,9,7,1,1,1,1,1,0,0.95,0.92,1.0,0.0,0.0,0.0,0.0,1.0
59,5,4,8,2,1,1,0,1,1,0,1,0.94,0.08,0.39,0.0,1.0,1.0,1.0,1.0
60,2,2,6,5,3,0,1,1,1,0,2,0.72,0.17,0.81,1.0,1.0,0.0,1.0,1.0
61,3,6,10,2,0,1,1,1,1,0,1,0.95,0.03,0.39,1.0,1.0,1.0,1.0,1.0
62,3,2,10,5,5,1,1,0,1,1,3,0.95,0.19,0.84,1.0,1.0,0.0,0.0,1.0
63,0,2,6,10,5,1,1,0,1,0,0,0.68,0.19,1.0,1.0,1.0,0.0,1.0,1.0
64,1,1,10,2,4,1,0,1,1,1,2,0.73,0.1,0.44,1.0,1.0,1.0,1.0,1.0
65,3,1,6,6,5,1,1,1,0,0,2,0.85,0.09,0.83,1.0,1.0,0.0,1.0,1.0
66,8,0,8,9,4,1,0,1,1,0,3,0.96,0.02,0.99,0.0,1.0,0.0,1.0,1.0
67,4,6,7,9,7,1,1,1,1,0,4,0.93,0.81,0.99,1.0,0.0,0.0,1.0,1.0
68,3,3,1,4,3,1,0,0,1,1,1,0.05,0.24,0.75,1.0,1.0,0.0,1.0,1.0
69,10,4,9,0,4,1,1,1,1,1,1,0.99,0.49,0.08,0.0,0.0,1.0,0.0,1.0
